best_x,best_y,best_combined,pairs_lt_80,pairs_lt_90,pairs_lt_95,pairs_lt_98,pairs_lt_100,cost_10,slip_10,cost_50,slip_50,cost_100,slip_100,cost_250,slip_250,ts,asset,combo,secs_to_close,kalshi_ticker,okx_inst
0.55,0.47,1.02,0.0,0.0,0.0,0.0,0.0,1.4025,38.25,1.4721,45.21,1.5056,48.56,1.5256,50.56,2026-09-21T11:49:51+00:00,BTC,B,608,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.68,0.89,1.57,0.0,0.0,0.0,0.0,0.0,1.57,0.0,1.612,4.2,1.641,7.1,1.6619,9.19,2026-09-21T11:49:51+00:00,ETH,A,608,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.33,0.89,1.22,0.0,0.0,0.0,0.0,0.0,1.22,0.0,1.262,4.2,1.2932,7.32,1.3153,9.53,2026-09-21T11:49:51+00:00,ETH,B,608,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.63,0.45,1.08,0.0,0.0,0.0,0.0,0.0,1.4805,40.05,1.5595,47.95,1.5957,51.57,1.6182,53.82,2026-09-21T11:49:51+00:00,SOL,A,608,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.38,0.76,1.14,0.0,0.0,0.0,0.0,0.0,1.2615,12.15,1.3171,17.71,1.3495,20.95,1.369,22.9,2026-09-21T11:49:51+00:00,SOL,B,608,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.48,0.73,1.21,0.0,0.0,0.0,0.0,0.0,1.4476,23.76,1.4647,25.47,1.4669,25.69,1.4681,25.81,2026-09-21T11:50:12+00:00,BTC,A,587,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.53,0.46,0.99,0.0,0.0,0.0,0.0,0.1,1.4706,48.06,1.5093,51.93,1.5142,52.42,1.5171,52.71,2026-09-21T11:50:12+00:00,BTC,B,587,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.71,0.99,1.7,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.7,0.0,1.7,0.0,1.7,0.0,2026-09-21T11:50:12+00:00,ETH,A,587,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.3,0.99,1.29,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.2926,0.26,1.2979,0.79,1.3094,1.94,2026-09-21T11:50:12+00:00,ETH,B,587,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.7,0.38,1.08,0.0,0.0,0.0,0.0,0.0,1.6353,55.53,1.6807,60.07,1.6863,60.63,1.692,61.2,2026-09-21T11:50:12+00:00,SOL,A,587,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.31,0.83,1.14,0.0,0.0,0.0,0.0,0.0,1.2903,15.03,1.2997,15.97,1.3028,16.28,1.3085,16.85,2026-09-21T11:50:12+00:00,SOL,B,587,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.49,0.69,1.18,0.0,0.0,0.0,0.0,0.0,1.3629,18.29,1.4558,27.58,1.4685,28.85,1.4808,30.08,2026-09-21T11:50:34+00:00,BTC,A,565,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.52,0.5,1.02,0.0,0.0,0.0,0.0,0.0,1.4646,44.46,1.5001,48.01,1.5046,48.46,1.5072,48.72,2026-09-21T11:50:34+00:00,BTC,B,565,KXBTC15M-26SEP210800-00,BTC-UPDOWN-15MIN-260921-1945-2000
0.75,0.999,1.749,0.0,0.0,0.0,0.0,0.0,1.749,0.0,1.749,0.0,1.749,0.0,,INSUFFICIENT,2026-09-21T11:50:34+00:00,ETH,A,565,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.26,0.999,1.259,0.0,0.0,0.0,0.0,0.0,1.259,0.0,1.259,0.0,1.259,0.0,,INSUFFICIENT,2026-09-21T11:50:34+00:00,ETH,B,565,KXETH15M-26SEP210800-00,ETH-UPDOWN-15MIN-260921-1945-2000
0.74,0.35,1.09,0.0,0.0,0.0,0.0,0.0,1.6723,58.23,1.7272,63.72,1.7346,64.46,1.7401,65.01,2026-09-21T11:50:34+00:00,SOL,A,565,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
0.27,0.86,1.13,0.0,0.0,0.0,0.0,0.0,1.2533,12.33,1.2603,13.03,1.2631,13.31,1.2698,13.98,2026-09-21T11:50:34+00:00,SOL,B,565,KXSOL15M-26SEP210800-00,SOL-UPDOWN-15MIN-260921-1945-2000
